OrderID,OrderDate,ShipDate,CustomerID,CustomerName,Gender,Age,City,State,Region,ProductID,ProductName,Category,SubCategory,Quantity,UnitPrice,Discount,Sales,Cost,Profit,PaymentMode,SalesPerson,Segment,Channel,Returned
4022,2024-02-22,2024-02-29,C9067,Customer 1079,Female,28,Delhi,Delhi,North,P279,Headphones,Electronics,Audio,10,93.39,0.2,747.12,653.73,93.39,UPI,Karan,Home Office,Retail,Yes
4023,2024-02-02,2024-02-04,C1855,Customer 2150,Male,46,Bengaluru,Karnataka,South,P959,Chair,Furniture,Office,9,137.26,0.1,1111.81,864.74,247.07,UPI,Neha,Consumer,Online,Yes
4024,2025-02-13,2025-02-19,C8987,Customer 997,Female,65,Mumbai,Maharashtra,West,P780,Printer,Electronics,Office,9,161.75,0.15,1237.39,1019.02,218.37,Cash,Priya,Corporate,Retail,No
4025,2025-05-13,2025-05-14,C4707,Customer 953,Female,32,Chennai,Tamil Nadu,South,P613,Printer,Electronics,Office,6,177.68,0.05,1012.78,746.26,266.52,Debit Card,Priya,Home Office,Online,Yes
4026,2024-09-09,2024-09-14,C1917,Customer 1338,Female,56,Chennai,Tamil Nadu,South,P848,Printer,Electronics,Office,10,209.85,0.1,1888.65,1468.95,419.7,UPI,Sneha,Corporate,Retail,Yes
4027,2025-09-18,2025-09-20,C8559,Customer 2481,Female,27,Bengaluru,Karnataka,South,P386,Printer,Electronics,Office,9,152.63,0.0,1373.67,961.57,412.1,Net Banking,Amit,Home Office,Retail,Yes
4028,2024-06-12,2024-06-15,C8370,Customer 2936,Male,46,Chennai,Tamil Nadu,South,P254,Phone,Electronics,Mobiles,8,465.54,0.0,3724.32,2607.02,1117.3,Credit Card,Amit,Corporate,Online,Yes
4029,2024-04-25,2024-04-29,C8449,Customer 1883,Female,48,Delhi,Delhi,North,P353,Printer,Electronics,Office,6,167.97,0.15,856.65,705.47,151.18,UPI,Amit,Consumer,Retail,No
4030,2024-11-06,2024-11-13,C1695,Customer 2906,Female,25,Delhi,Delhi,North,P817,Chair,Furniture,Office,10,133.9,0.2,1071.2,937.3,133.9,Cash,Priya,Home Office,Retail,Yes
4031,2024-08-28,2024-08-29,C3220,Customer 898,Male,18,Kolkata,West Bengal,East,P673,Phone,Electronics,Mobiles,5,596.83,0.2,2387.32,2088.9,298.42,Debit Card,Neha,Corporate,Online,No
4032,2024-05-03,2024-05-10,C4210,Customer 2528,Male,21,Delhi,Delhi,North,P895,Printer,Electronics,Office,6,200.88,0.0,1205.28,843.7,361.58,Debit Card,Karan,Consumer,Online,No
4033,2024-10-02,2024-10-04,C3474,Customer 2914,Female,62,Mumbai,Maharashtra,West,P129,Phone,Electronics,Mobiles,8,547.13,0.0,4377.04,3063.93,1313.11,UPI,Karan,Home Office,Online,No
4034,2025-12-19,2025-12-22,C3181,Customer 1971,Male,57,Hyderabad,Telangana,South,P704,Headphones,Electronics,Audio,8,71.3,0.05,541.88,399.28,142.6,Debit Card,Karan,Consumer,Retail,Yes
4035,2025-08-14,2025-08-15,C8026,Customer 1885,Female,30,Chennai,Tamil Nadu,South,P141,Laptop,Electronics,Computers,7,609.99,0.1,3842.94,2988.95,853.99,Debit Card,Karan,Consumer,Retail,Yes
4036,2025-08-08,2025-08-15,C7223,Customer 2862,Female,34,Delhi,Delhi,North,P379,Headphones,Electronics,Audio,7,79.35,0.15,472.13,388.81,83.32,UPI,Karan,Consumer,Online,No
4037,2024-03-24,2024-03-25,C3871,Customer 1323,Female,47,Mumbai,Maharashtra,West,P334,Chair,Furniture,Office,5,128.11,0.15,544.47,448.38,96.09,Credit Card,Sneha,Consumer,Online,No
4038,2024-05-18,2024-05-21,C3149,Customer 661,Female,29,Hyderabad,Telangana,South,P596,Chair,Furniture,Office,3,137.01,0.0,411.03,287.72,123.31,UPI,Neha,Consumer,Retail,Yes
4039,2025-05-13,2025-05-20,C5364,Customer 908,Female,22,Chennai,Tamil Nadu,South,P845,Printer,Electronics,Office,3,161.38,0.0,484.14,338.9,145.24,Cash,Priya,Consumer,Online,No
4040,2025-04-18,2025-04-22,C8221,Customer 1910,Male,59,Kolkata,West Bengal,East,P685,Chair,Furniture,Office,10,117.08,0.15,995.18,819.56,175.62,Net Banking,Sneha,Corporate,Retail,Yes
4041,2024-12-26,2024-12-28,C8214,Customer 1174,Male,57,Chennai,Tamil Nadu,South,P490,Chair,Furniture,Office,7,140.09,0.1,882.57,686.44,196.13,Net Banking,Neha,Corporate,Retail,No
4042,2024-04-06,2024-04-10,C3061,Customer 2314,Male,49,Chennai,Tamil Nadu,South,P591,Chair,Furniture,Office,7,133.85,0.2,749.56,655.86,93.7,Debit Card,Priya,Consumer,Retail,Yes
4043,2025-09-03,2025-09-04,C1523,Customer 1975,Female,52,Hyderabad,Telangana,South,P342,Laptop,Electronics,Computers,2,778.99,0.0,1557.98,1090.59,467.39,Credit Card,Karan,Consumer,Retail,Yes
4044,2025-05-03,2025-05-09,C4404,Customer 752,Male,38,Delhi,Delhi,North,P157,Laptop,Electronics,Computers,10,711.2,0.0,7112.0,4978.4,2133.6,Net Banking,Amit,Home Office,Online,Yes
4045,2025-10-01,2025-10-07,C5769,Customer 1513,Female,60,Pune,Maharashtra,West,P810,Phone,Electronics,Mobiles,8,594.56,0.1,4280.83,3329.54,951.29,UPI,Sneha,Corporate,Retail,No
4046,2024-06-13,2024-06-17,C5631,Customer 1794,Female,22,Hyderabad,Telangana,South,P566,Desk,Furniture,Office,10,283.64,0.1,2552.76,1985.48,567.28,UPI,Amit,Corporate,Retail,No
4047,2025-04-05,2025-04-10,C7159,Customer 495,Male,48,Kolkata,West Bengal,East,P539,Headphones,Electronics,Audio,5,68.02,0.0,340.1,238.07,102.03,Net Banking,Karan,Consumer,Online,No
4048,2025-01-19,2025-01-20,C4347,Customer 122,Female,51,Kolkata,West Bengal,East,P980,Headphones,Electronics,Audio,3,74.15,0.2,177.96,155.72,22.24,Cash,Karan,Consumer,Online,Yes
4049,2025-05-27,2025-05-28,C6178,Customer 2928,Male,41,Pune,Maharashtra,West,P544,Laptop,Electronics,Computers,3,811.52,0.05,2312.83,1704.19,608.64,Cash,Amit,Consumer,Online,No
4050,2024-06-24,2024-06-26,C6192,Customer 1718,Male,50,Chennai,Tamil Nadu,South,P985,Chair,Furniture,Office,2,125.18,0.05,237.84,175.25,62.59,UPI,Rahul,Consumer,Retail,Yes
4051,2025-07-08,2025-07-10,C3748,Customer 1454,Male,21,Hyderabad,Telangana,South,P144,Chair,Furniture,Office,1,130.75,0.0,130.75,91.52,39.23,UPI,Neha,Consumer,Online,Yes
4052,2025-07-07,2025-07-09,C7509,Customer 2698,Female,45,Hyderabad,Telangana,South,P917,Printer,Electronics,Office,2,155.05,0.15,263.59,217.07,46.52,Cash,Karan,Consumer,Online,Yes
4053,2024-04-09,2024-04-13,C4539,Customer 1948,Female,23,Pune,Maharashtra,West,P318,Headphones,Electronics,Audio,5,65.61,0.2,262.44,229.63,32.81,Cash,Priya,Home Office,Retail,Yes
4054,2024-11-06,2024-11-12,C2632,Customer 2280,Female,38,Chennai,Tamil Nadu,South,P169,Laptop,Electronics,Computers,10,766.16,0.15,6512.36,5363.12,1149.24,Net Banking,Neha,Consumer,Retail,No
4055,2024-12-24,2024-12-26,C5298,Customer 161,Female,43,Kolkata,West Bengal,East,P652,Headphones,Electronics,Audio,6,66.92,0.2,321.22,281.06,40.16,UPI,Sneha,Corporate,Online,No
4056,2024-02-25,2024-02-26,C8418,Customer 2900,Female,28,Mumbai,Maharashtra,West,P242,Desk,Furniture,Office,6,286.46,0.2,1375.01,1203.13,171.88,UPI,Priya,Home Office,Retail,Yes
4057,2024-05-11,2024-05-13,C3564,Customer 757,Female,28,Delhi,Delhi,North,P481,Headphones,Electronics,Audio,4,92.62,0.0,370.48,259.34,111.14,UPI,Rahul,Home Office,Retail,No
4058,2025-10-02,2025-10-03,C9943,Customer 543,Female,34,Pune,Maharashtra,West,P900,Printer,Electronics,Office,1,176.61,0.1,158.95,123.63,35.32,Cash,Priya,Corporate,Online,Yes
4059,2025-09-25,2025-09-29,C1179,Customer 1818,Female,23,Bengaluru,Karnataka,South,P516,Printer,Electronics,Office,8,181.45,0.2,1161.28,1016.12,145.16,Debit Card,Karan,Consumer,Retail,No
4060,2024-07-04,2024-07-08,C1630,Customer 1881,Male,47,Kolkata,West Bengal,East,P837,Desk,Furniture,Office,10,292.21,0.0,2922.1,2045.47,876.63,Debit Card,Neha,Home Office,Online,No
4061,2025-02-03,2025-02-06,C6830,Customer 1244,Female,19,Hyderabad,Telangana,South,P795,Laptop,Electronics,Computers,4,671.99,0.1,2419.16,1881.57,537.59,Debit Card,Karan,Consumer,Retail,No
4062,2024-12-06,2024-12-07,C2162,Customer 2619,Female,54,Chennai,Tamil Nadu,South,P283,Chair,Furniture,Office,9,109.48,0.1,886.79,689.72,197.07,Debit Card,Karan,Consumer,Retail,No
4063,2024-02-04,2024-02-10,C2049,Customer 336,Female,37,Pune,Maharashtra,West,P999,Phone,Electronics,Mobiles,10,446.82,0.1,4021.38,3127.74,893.64,Net Banking,Sneha,Corporate,Online,No
4064,2025-09-28,2025-09-30,C7417,Customer 137,Female,18,Hyderabad,Telangana,South,P776,Printer,Electronics,Office,1,169.21,0.1,152.29,118.45,33.84,UPI,Neha,Corporate,Online,No
4065,2025-01-18,2025-01-23,C1546,Customer 2217,Female,38,Pune,Maharashtra,West,P506,Laptop,Electronics,Computers,8,604.94,0.0,4839.52,3387.66,1451.86,Debit Card,Sneha,Consumer,Retail,No
4066,2025-11-29,2025-12-04,C9643,Customer 2194,Female,41,Bengaluru,Karnataka,South,P443,Laptop,Electronics,Computers,3,678.11,0.0,2034.33,1424.03,610.3,Net Banking,Rahul,Consumer,Retail,No
4067,2025-07-05,2025-07-10,C1706,Customer 2556,Female,39,Kolkata,West Bengal,East,P179,Laptop,Electronics,Computers,7,759.17,0.2,4251.35,3719.93,531.42,Credit Card,Karan,Home Office,Retail,No
4068,2025-10-21,2025-10-24,C8777,Customer 2624,Female,50,Chennai,Tamil Nadu,South,P883,Desk,Furniture,Office,4,279.12,0.0,1116.48,781.54,334.94,UPI,Rahul,Corporate,Retail,No
4069,2025-05-03,2025-05-09,C6558,Customer 2262,Male,37,Bengaluru,Karnataka,South,P653,Laptop,Electronics,Computers,7,571.1,0.1,3597.93,2798.39,799.54,UPI,Priya,Corporate,Online,Yes
4070,2025-04-22,2025-04-28,C6271,Customer 1745,Female,27,Delhi,Delhi,North,P584,Chair,Furniture,Office,2,142.76,0.0,285.52,199.86,85.66,Cash,Amit,Consumer,Retail,No
4071,2024-06-14,2024-06-18,C1931,Customer 1506,Male,46,Bengaluru,Karnataka,South,P927,Headphones,Electronics,Audio,10,81.21,0.2,649.68,568.47,81.21,Net Banking,Neha,Consumer,Online,No
4072,2024-09-17,2024-09-21,C7702,Customer 161,Female,61,Pune,Maharashtra,West,P511,Laptop,Electronics,Computers,7,761.33,0.1,4796.38,3730.52,1065.86,UPI,Karan,Consumer,Online,Yes
4073,2025-05-11,2025-05-14,C4303,Customer 2973,Male,32,Delhi,Delhi,North,P769,Printer,Electronics,Office,9,159.16,0.2,1145.95,1002.71,143.24,Credit Card,Rahul,Home Office,Online,Yes
4074,2025-01-01,2025-01-08,C9219,Customer 2582,Male,65,Delhi,Delhi,North,P108,Headphones,Electronics,Audio,6,93.79,0.05,534.6,393.92,140.68,Cash,Priya,Corporate,Retail,Yes
4075,2024-09-21,2024-09-25,C1351,Customer 622,Male,18,Hyderabad,Telangana,South,P140,Desk,Furniture,Office,2,203.5,0.0,407.0,284.9,122.1,Credit Card,Neha,Consumer,Retail,No
4076,2025-02-23,2025-03-02,C7652,Customer 1052,Female,62,Mumbai,Maharashtra,West,P739,Desk,Furniture,Office,9,201.31,0.2,1449.43,1268.25,181.18,Net Banking,Amit,Corporate,Online,No
4077,2025-12-12,2025-12-16,C5833,Customer 663,Female,21,Kolkata,West Bengal,East,P876,Desk,Furniture,Office,6,200.35,0.2,961.68,841.47,120.21,Credit Card,Neha,Consumer,Online,No
4078,2024-07-25,2024-07-28,C8883,Customer 300,Female,43,Pune,Maharashtra,West,P863,Desk,Furniture,Office,6,298.67,0.05,1702.42,1254.41,448.01,Cash,Amit,Corporate,Online,No
4079,2024-05-19,2024-05-24,C1793,Customer 1944,Male,25,Kolkata,West Bengal,East,P549,Phone,Electronics,Mobiles,4,506.1,0.0,2024.4,1417.08,607.32,Cash,Rahul,Corporate,Retail,Yes
4080,2025-07-06,2025-07-08,C8985,Customer 1325,Male,47,Delhi,Delhi,North,P660,Headphones,Electronics,Audio,7,72.49,0.0,507.43,355.2,152.23,Debit Card,Amit,Consumer,Online,Yes
4081,2024-04-28,2024-05-05,C7181,Customer 709,Male,49,Delhi,Delhi,North,P393,Printer,Electronics,Office,4,163.64,0.15,556.38,458.19,98.19,Credit Card,Sneha,Consumer,Online,No
4082,2024-12-22,2024-12-23,C7299,Customer 2164,Male,30,Delhi,Delhi,North,P724,Laptop,Electronics,Computers,7,638.46,0.15,3798.84,3128.45,670.39,Cash,Sneha,Consumer,Online,No
4083,2025-06-25,2025-06-29,C7768,Customer 883,Female,41,Mumbai,Maharashtra,West,P464,Phone,Electronics,Mobiles,9,457.97,0.2,3297.38,2885.21,412.17,Credit Card,Amit,Consumer,Online,Yes
4084,2024-09-25,2024-10-01,C4134,Customer 1380,Female,33,Hyderabad,Telangana,South,P107,Printer,Electronics,Office,10,169.06,0.1,1521.54,1183.42,338.12,Credit Card,Karan,Corporate,Retail,No
4085,2025-08-05,2025-08-11,C5750,Customer 1050,Female,61,Bengaluru,Karnataka,South,P778,Laptop,Electronics,Computers,6,781.65,0.2,3751.92,3282.93,468.99,Net Banking,Karan,Consumer,Retail,No
4086,2024-05-31,2024-06-07,C9263,Customer 2234,Female,18,Mumbai,Maharashtra,West,P746,Laptop,Electronics,Computers,3,570.52,0.05,1625.98,1198.09,427.89,Cash,Amit,Consumer,Retail,Yes
4087,2024-10-21,2024-10-23,C1555,Customer 1173,Female,52,Mumbai,Maharashtra,West,P596,Phone,Electronics,Mobiles,2,560.9,0.0,1121.8,785.26,336.54,Net Banking,Priya,Corporate,Online,Yes
4088,2024-02-11,2024-02-12,C3872,Customer 1422,Female,63,Hyderabad,Telangana,South,P543,Chair,Furniture,Office,9,116.72,0.1,945.43,735.34,210.09,Net Banking,Priya,Consumer,Online,Yes
4089,2025-09-24,2025-09-25,C2550,Customer 1885,Male,19,Chennai,Tamil Nadu,South,P455,Printer,Electronics,Office,6,202.09,0.1,1091.29,848.78,242.51,Cash,Priya,Consumer,Online,Yes
4090,2025-12-15,2025-12-22,C8628,Customer 38,Female,34,Kolkata,West Bengal,East,P795,Printer,Electronics,Office,7,198.29,0.0,1388.03,971.62,416.41,Net Banking,Sneha,Corporate,Online,Yes
4091,2024-12-08,2024-12-15,C6468,Customer 339,Female,41,Hyderabad,Telangana,South,P750,Printer,Electronics,Office,4,212.18,0.2,678.98,594.1,84.88,Debit Card,Amit,Corporate,Retail,No
4092,2024-01-24,2024-01-25,C7401,Customer 532,Female,33,Delhi,Delhi,North,P998,Headphones,Electronics,Audio,4,86.33,0.15,293.52,241.72,51.8,Debit Card,Rahul,Corporate,Online,Yes
4093,2025-04-16,2025-04-23,C7466,Customer 661,Male,39,Chennai,Tamil Nadu,South,P159,Chair,Furniture,Office,4,122.81,0.05,466.68,343.87,122.81,Cash,Neha,Corporate,Online,No
4094,2024-08-29,2024-09-04,C1046,Customer 293,Female,44,Chennai,Tamil Nadu,South,P362,Printer,Electronics,Office,3,208.47,0.05,594.14,437.79,156.35,Cash,Priya,Corporate,Online,Yes
4095,2025-06-26,2025-06-27,C9870,Customer 1292,Male,21,Kolkata,West Bengal,East,P317,Headphones,Electronics,Audio,6,87.67,0.0,526.02,368.21,157.81,Net Banking,Priya,Consumer,Online,Yes
4096,2025-12-09,2025-12-10,C1708,Customer 2392,Male,55,Delhi,Delhi,North,P701,Chair,Furniture,Office,4,106.46,0.1,383.26,298.09,85.17,Debit Card,Rahul,Consumer,Retail,Yes
4097,2024-02-26,2024-03-03,C7427,Customer 1531,Female,51,Hyderabad,Telangana,South,P786,Desk,Furniture,Office,7,250.38,0.2,1402.13,1226.86,175.27,UPI,Neha,Consumer,Retail,Yes
4098,2025-04-20,2025-04-24,C8122,Customer 1202,Female,27,Bengaluru,Karnataka,South,P695,Headphones,Electronics,Audio,6,78.96,0.1,426.38,331.63,94.75,Debit Card,Priya,Corporate,Retail,Yes
4099,2024-03-29,2024-04-03,C8229,Customer 1279,Female,26,Pune,Maharashtra,West,P978,Phone,Electronics,Mobiles,6,426.1,0.15,2173.11,1789.62,383.49,Debit Card,Neha,Consumer,Retail,No
4100,2024-02-29,2024-03-05,C5499,Customer 2495,Female,22,Delhi,Delhi,North,P805,Phone,Electronics,Mobiles,4,501.84,0.0,2007.36,1405.15,602.21,UPI,Neha,Home Office,Online,Yes
4101,2025-11-11,2025-11-14,C3896,Customer 1039,Male,36,Bengaluru,Karnataka,South,P703,Desk,Furniture,Office,8,262.28,0.0,2098.24,1468.77,629.47,Debit Card,Karan,Corporate,Online,No
4102,2024-05-30,2024-06-06,C4343,Customer 894,Female,30,Pune,Maharashtra,West,P746,Laptop,Electronics,Computers,8,654.62,0.1,4713.26,3665.87,1047.39,UPI,Priya,Corporate,Retail,Yes
4103,2024-03-04,2024-03-11,C6833,Customer 2087,Male,47,Kolkata,West Bengal,East,P923,Printer,Electronics,Office,7,167.06,0.2,935.54,818.59,116.95,Cash,Rahul,Corporate,Retail,Yes
4104,2024-12-19,2024-12-25,C5011,Customer 2919,Female,50,Chennai,Tamil Nadu,South,P428,Headphones,Electronics,Audio,10,79.66,0.0,796.6,557.62,238.98,Net Banking,Amit,Corporate,Retail,Yes
4105,2025-08-03,2025-08-08,C7714,Customer 469,Male,47,Kolkata,West Bengal,East,P420,Printer,Electronics,Office,4,173.39,0.15,589.53,485.49,104.04,Credit Card,Rahul,Corporate,Online,Yes
4106,2024-12-21,2024-12-28,C9929,Customer 503,Female,56,Delhi,Delhi,North,P993,Chair,Furniture,Office,2,98.08,0.1,176.54,137.31,39.23,Cash,Amit,Consumer,Retail,Yes
4107,2024-03-06,2024-03-10,C8474,Customer 33,Male,64,Mumbai,Maharashtra,West,P290,Printer,Electronics,Office,9,175.56,0.05,1501.04,1106.03,395.01,Cash,Karan,Consumer,Online,No
4108,2025-02-19,2025-02-21,C7132,Customer 2618,Male,24,Chennai,Tamil Nadu,South,P513,Chair,Furniture,Office,3,98.89,0.0,296.67,207.67,89.0,Net Banking,Priya,Corporate,Online,No
4109,2024-09-29,2024-10-01,C2100,Customer 2477,Female,63,Delhi,Delhi,North,P558,Phone,Electronics,Mobiles,7,575.26,0.05,3825.48,2818.77,1006.71,Credit Card,Karan,Home Office,Online,Yes
4110,2025-11-13,2025-11-15,C5037,Customer 517,Female,46,Pune,Maharashtra,West,P474,Desk,Furniture,Office,2,203.22,0.15,345.47,284.51,60.96,Net Banking,Neha,Consumer,Online,Yes
4111,2024-02-06,2024-02-13,C6318,Customer 1679,Female,31,Pune,Maharashtra,West,P996,Chair,Furniture,Office,9,125.43,0.0,1128.87,790.21,338.66,Credit Card,Priya,Consumer,Online,Yes
4112,2025-10-23,2025-10-29,C2165,Customer 2151,Female,64,Delhi,Delhi,North,P565,Desk,Furniture,Office,4,277.09,0.0,1108.36,775.85,332.51,Credit Card,Sneha,Consumer,Retail,Yes
4113,2024-12-24,2024-12-25,C4105,Customer 448,Male,32,Chennai,Tamil Nadu,South,P197,Chair,Furniture,Office,5,140.26,0.1,631.17,490.91,140.26,Debit Card,Rahul,Corporate,Retail,Yes
4114,2025-08-14,2025-08-19,C6863,Customer 2668,Male,39,Bengaluru,Karnataka,South,P384,Phone,Electronics,Mobiles,5,564.62,0.05,2681.94,1976.17,705.77,Credit Card,Priya,Corporate,Retail,No
4115,2024-04-22,2024-04-28,C5423,Customer 786,Female,53,Hyderabad,Telangana,South,P806,Printer,Electronics,Office,7,193.81,0.2,1085.34,949.67,135.67,Credit Card,Neha,Consumer,Retail,No
4116,2024-08-27,2024-09-03,C3191,Customer 93,Female,52,Hyderabad,Telangana,South,P970,Chair,Furniture,Office,9,127.2,0.15,973.08,801.36,171.72,UPI,Sneha,Corporate,Retail,No
4117,2025-07-02,2025-07-05,C7207,Customer 2810,Male,26,Mumbai,Maharashtra,West,P198,Phone,Electronics,Mobiles,3,432.32,0.15,1102.42,907.87,194.55,Net Banking,Amit,Corporate,Retail,No
4118,2024-05-09,2024-05-12,C5168,Customer 1111,Female,25,Pune,Maharashtra,West,P829,Desk,Furniture,Office,10,219.19,0.1,1972.71,1534.33,438.38,Net Banking,Amit,Corporate,Retail,No
4119,2024-10-31,2024-11-06,C4150,Customer 61,Female,31,Pune,Maharashtra,West,P841,Laptop,Electronics,Computers,1,798.21,0.2,638.57,558.75,79.82,UPI,Rahul,Consumer,Retail,Yes
4120,2024-01-20,2024-01-26,C6666,Customer 1105,Male,32,Chennai,Tamil Nadu,South,P571,Headphones,Electronics,Audio,5,69.35,0.15,294.74,242.72,52.02,Debit Card,Rahul,Consumer,Retail,No
4121,2024-05-08,2024-05-11,C4175,Customer 680,Male,39,Hyderabad,Telangana,South,P969,Desk,Furniture,Office,9,261.87,0.2,1885.46,1649.78,235.68,Debit Card,Rahul,Consumer,Online,Yes
4122,2025-04-03,2025-04-07,C4153,Customer 943,Female,49,Delhi,Delhi,North,P995,Printer,Electronics,Office,7,190.06,0.0,1330.42,931.29,399.13,Credit Card,Neha,Corporate,Online,No
4123,2025-06-24,2025-06-28,C3664,Customer 748,Male,61,Chennai,Tamil Nadu,South,P741,Printer,Electronics,Office,8,196.44,0.05,1492.94,1100.06,392.88,Debit Card,Sneha,Consumer,Online,No
4124,2024-01-13,2024-01-19,C4075,Customer 927,Female,58,Pune,Maharashtra,West,P315,Phone,Electronics,Mobiles,5,426.57,0.0,2132.85,1492.99,639.86,Net Banking,Rahul,Corporate,Online,No
4125,2024-02-03,2024-02-10,C4930,Customer 2225,Male,43,Mumbai,Maharashtra,West,P486,Phone,Electronics,Mobiles,2,462.77,0.15,786.71,647.88,138.83,Cash,Karan,Corporate,Online,No
4126,2024-12-12,2024-12-17,C2161,Customer 2482,Female,52,Bengaluru,Karnataka,South,P811,Printer,Electronics,Office,10,210.26,0.2,1682.08,1471.82,210.26,UPI,Sneha,Consumer,Online,No
4127,2024-10-27,2024-11-03,C7387,Customer 2040,Female,30,Delhi,Delhi,North,P603,Printer,Electronics,Office,6,161.83,0.05,922.43,679.69,242.74,UPI,Karan,Corporate,Online,Yes
4128,2024-03-31,2024-04-05,C7513,Customer 1716,Female,32,Chennai,Tamil Nadu,South,P349,Headphones,Electronics,Audio,9,85.03,0.0,765.27,535.69,229.58,UPI,Neha,Home Office,Online,Yes
4129,2024-04-09,2024-04-12,C5838,Customer 2481,Female,47,Delhi,Delhi,North,P105,Printer,Electronics,Office,2,171.3,0.05,325.47,239.82,85.65,UPI,Sneha,Corporate,Online,Yes
4130,2025-11-21,2025-11-27,C9094,Customer 1626,Female,24,Delhi,Delhi,North,P285,Laptop,Electronics,Computers,7,663.95,0.1,4182.89,3253.36,929.53,Cash,Priya,Home Office,Retail,Yes
4131,2025-04-14,2025-04-17,C5067,Customer 1068,Female,44,Kolkata,West Bengal,East,P268,Phone,Electronics,Mobiles,6,420.27,0.2,2017.3,1765.13,252.17,Net Banking,Neha,Consumer,Retail,No
4132,2025-03-08,2025-03-15,C3537,Customer 2888,Male,21,Delhi,Delhi,North,P708,Laptop,Electronics,Computers,6,753.87,0.05,4297.06,3166.25,1130.81,UPI,Priya,Corporate,Online,No
4133,2025-08-04,2025-08-08,C2372,Customer 688,Female,54,Bengaluru,Karnataka,South,P661,Desk,Furniture,Office,6,267.0,0.15,1361.7,1121.4,240.3,Debit Card,Neha,Corporate,Retail,Yes
4134,2024-11-15,2024-11-19,C9343,Customer 2405,Male,41,Bengaluru,Karnataka,South,P788,Headphones,Electronics,Audio,7,82.61,0.05,549.36,404.79,144.57,Debit Card,Karan,Consumer,Retail,Yes
4135,2025-04-29,2025-05-01,C4681,Customer 345,Male,62,Kolkata,West Bengal,East,P500,Chair,Furniture,Office,3,125.43,0.2,301.03,263.4,37.63,Net Banking,Priya,Corporate,Retail,No
4136,2025-04-03,2025-04-08,C8495,Customer 260,Male,24,Bengaluru,Karnataka,South,P513,Headphones,Electronics,Audio,8,70.38,0.0,563.04,394.13,168.91,Net Banking,Rahul,Corporate,Online,Yes
4137,2025-02-07,2025-02-14,C1931,Customer 2923,Male,39,Hyderabad,Telangana,South,P333,Desk,Furniture,Office,2,250.43,0.15,425.73,350.6,75.13,Net Banking,Karan,Home Office,Retail,No
4138,2024-01-22,2024-01-25,C5902,Customer 2941,Female,60,Kolkata,West Bengal,East,P907,Chair,Furniture,Office,2,123.73,0.2,197.97,173.22,24.75,Credit Card,Amit,Corporate,Retail,Yes
4139,2025-02-03,2025-02-04,C1466,Customer 1216,Female,23,Delhi,Delhi,North,P271,Phone,Electronics,Mobiles,3,578.8,0.1,1562.76,1215.48,347.28,Debit Card,Karan,Home Office,Retail,Yes
4140,2025-10-27,2025-10-31,C6663,Customer 1856,Female,32,Mumbai,Maharashtra,West,P189,Headphones,Electronics,Audio,2,65.58,0.05,124.6,91.81,32.79,Net Banking,Karan,Consumer,Online,Yes
4141,2024-11-14,2024-11-20,C2974,Customer 618,Female,34,Kolkata,West Bengal,East,P783,Headphones,Electronics,Audio,3,72.17,0.0,216.51,151.56,64.95,Net Banking,Karan,Home Office,Retail,Yes
4142,2025-02-13,2025-02-20,C9388,Customer 293,Male,53,Kolkata,West Bengal,East,P545,Phone,Electronics,Mobiles,2,530.47,0.0,1060.94,742.66,318.28,Cash,Priya,Consumer,Retail,Yes
4143,2025-08-15,2025-08-18,C6278,Customer 1142,Male,42,Kolkata,West Bengal,East,P377,Printer,Electronics,Office,8,187.11,0.05,1422.04,1047.82,374.22,Debit Card,Sneha,Home Office,Online,Yes
4144,2025-01-03,2025-01-08,C8950,Customer 1632,Male,52,Kolkata,West Bengal,East,P835,Headphones,Electronics,Audio,5,89.87,0.2,359.48,314.55,44.93,Cash,Rahul,Home Office,Retail,Yes
4145,2024-06-28,2024-06-29,C6737,Customer 2467,Male,49,Pune,Maharashtra,West,P143,Phone,Electronics,Mobiles,5,513.9,0.0,2569.5,1798.65,770.85,Cash,Neha,Corporate,Online,Yes
4146,2024-12-08,2024-12-10,C5026,Customer 2123,Female,21,Bengaluru,Karnataka,South,P824,Chair,Furniture,Office,4,114.31,0.0,457.24,320.07,137.17,UPI,Priya,Consumer,Retail,Yes
4147,2025-09-27,2025-10-02,C9075,Customer 184,Male,54,Delhi,Delhi,North,P540,Desk,Furniture,Office,6,291.63,0.2,1399.82,1224.85,174.97,UPI,Priya,Consumer,Retail,No
4148,2025-08-10,2025-08-15,C6774,Customer 1659,Male,25,Delhi,Delhi,North,P545,Headphones,Electronics,Audio,4,95.49,0.2,305.57,267.37,38.2,Cash,Karan,Corporate,Retail,No
4149,2025-03-26,2025-03-31,C8381,Customer 1377,Male,57,Hyderabad,Telangana,South,P314,Chair,Furniture,Office,4,131.2,0.1,472.32,367.36,104.96,Credit Card,Neha,Home Office,Retail,Yes
4150,2025-09-18,2025-09-23,C5061,Customer 2220,Female,25,Hyderabad,Telangana,South,P747,Phone,Electronics,Mobiles,3,475.61,0.0,1426.83,998.78,428.05,UPI,Sneha,Corporate,Retail,Yes
4151,2024-07-12,2024-07-19,C1140,Customer 2763,Male,46,Bengaluru,Karnataka,South,P181,Headphones,Electronics,Audio,4,78.38,0.2,250.82,219.46,31.36,Cash,Amit,Home Office,Retail,No
